3131	
	0.6948467236	0.6964100831	0.6990658004	0.7013188218	0.7026244869
	0.7026051998	0.7025821036	0.7055726177	0.7104760498	0.7144638453
	0.7168449709	0.7194822339	0.7252996745	0.7328094497	0.7394156915
	0.7448168316	0.7497455987	0.7551764221	0.7613386923	0.7677041664
	0.7743442954	0.7811067842	0.7868849161	0.7928677905	0.8025586132
	0.8123992398	0.8213300971	0.8294775173	0.8367949769	0.8434164466
	0.8504602346	0.85862097	0.8668042022	0.875200958	0.884574708
	0.8951370918	0.9066609683	0.918796371	0.9313018152	0.9441761003
	0.9576669934	0.9719293197	0.986649268	1.001373037	1.016120083
	1.031218093	1.046629134	1.062046137	1.077172883	1.091777062
	1.105781318	1.119265404	1.132295837	1.144892498	1.157040952
	1.16852012	1.179962902	1.192316915	1.204802422	1.216303319
	1.226719726	1.236248005	1.244952895	1.252878418	1.260086937
	1.26665043	1.272641255	1.278127989	1.283173649	1.287834136
	1.29215694	1.29618135	1.29993975	1.303458504	1.306758726
	1.309857866	1.312771546	1.315514417	1.318099688	1.320538102
	1.322837421	1.325002827	1.327037976	1.328946236	1.330731431
	1.332397689	1.333948732	1.335387301	1.336715048	1.337932777
	1.339040895	1.340039918	1.340930774	1.341714712	1.342392934
	1.342966286	1.343435193	1.343799741	1.344059712	1.344214363
	1.344260767	0.6952983669	0.6965814381	0.6991283368	0.7013525854
	0.7027241075	0.7029734944	0.7031750013	0.7060379874	0.7108227872
	0.7148880381	0.7175127858	0.7202384782	0.7257275321	0.7329672694
	0.7394813731	0.7447817841	0.7494999567	0.7547437132	0.7609432484
	0.7673590059	0.7739829648	0.7807194578	0.7864565877	0.7922508734
	0.8019630658	0.8122596208	0.8213884564	0.8296078382	0.8369982785
	0.8437129588	0.8506971943	0.8587073227	0.8668341746	0.8751998916
	0.884582197	0.8951724996	0.9066928668	0.9187863176	0.9312447815
	0.9440998416	0.9575863601	0.9718311522	0.9865285229	1.001240531
	1.015985581	1.031105963	1.046569811	1.062041734	1.077208457
	1.091837401	1.105847241	1.119324617	1.132348514	1.144925478
	1.157037207	1.168542353	1.179966183	1.192248379	1.204761396
	1.216356832	1.226827653	1.236371332	1.245073727	1.252988771
	1.260183872	1.266733606	1.272711581	1.278186861	1.283222543
	1.287874465	1.292190038	1.296208441	1.299961908	1.30347666
	1.306773675	1.309870259	1.312781882	1.315523053	1.318106887
	1.32054408	1.322842372	1.325006927	1.327041378	1.328949064
	1.330733775	1.332399618	1.33395031	1.33538859	1.336716106
	1.337933658	1.339041645	1.340040568	1.340931343	1.341715211
	1.342393375	1.342966683	1.343435566	1.343800119	1.344060176
	1.344215311	1.344265173	0.6961358936	0.6971477552	0.6993877912
	0.7014643192	0.7028961224	0.7035753763	0.704340247	0.7072081022
	0.7117365921	0.7158393035	0.7188492434	0.721900502	0.7269504524
	0.7335057463	0.7396742432	0.744701516	0.7488474449	0.7535322376
	0.7597948527	0.7663309689	0.7729837478	0.7798804253	0.7856931207
	0.7914144829	0.8010925842	0.8120118693	0.8215787831	0.8299752991
	0.8375283903	0.8444528285	0.8514413885	0.8591132017	0.8669673912
	0.8752308184	0.8846691886	0.8953647121	0.9068939772	0.9188718228
	0.9311822626	0.9439695551	0.9574555039	0.971664708	0.9862704708
	1.000888074	1.01559367	1.030773642	1.046387863	1.062021008
	1.077306289	1.092006232	1.106036319	1.119499508	1.132510344
	1.145068152	1.157145621	1.168663772	1.180059341	1.192200062
	1.204749415	1.216531676	1.22714953	1.236743227	1.245438134
	1.253320816	1.260474998	1.266983006	1.272922079	1.278362768
	1.283368479	1.287994816	1.292288825	1.296289308	1.300028069
	1.30353087	1.306818244	1.30990708	1.312812462	1.315548551
	1.318128178	1.32056184	1.322857152	1.325019188	1.327051521
	1.328957437	1.330740676	1.332405303	1.333954995	1.335392457
	1.336719309	1.33793633	1.339043895	1.340042487	1.340933001
	1.341716664	1.34239467	1.342967865	1.343436683	1.34380124
	1.34406144	1.344217081	1.344268296	0.6971276856	0.6979236087
	0.6997859755	0.7016203972	0.7030307784	0.7040407717	0.7053116344
	0.708243439	0.7126231524	0.7168220912	0.7201760393	0.7235535575
	0.7282696524	0.7341479531	0.7399396673	0.7446740171	0.7480427769
	0.7518508777	0.7581738721	0.7648037483	0.7715117283	0.7791198024
	0.7858009169	0.7920330668	0.8014672484	0.8123276171	0.8220550412
	0.8305702428	0.8383080328	0.8455004652	0.8525490251	0.8598486448
	0.8673130972	0.87545548	0.8850321285	0.895910523	0.9074665586
	0.9192912372	0.93140796	0.9441240908	0.9576025009	0.9717058608
	0.9861120833	1.000510106	1.015067242	1.030267495	1.046082031
	1.061962581	1.077437138	1.092257646	1.106332848	1.11978046
	1.132777205	1.145334506	1.157479652	1.169100511	1.180433381
	1.192376752	1.204983954	1.216963889	1.227742633	1.23738591
	1.246054849	1.25387764	1.260960773	1.267397759	1.273271189
	1.278653831	1.283609514	1.288193374	1.292451736	1.296422658
	1.300137183	1.303620276	1.306891713	1.3099677	1.31286272
	1.315590392	1.31816309	1.320590973	1.322881418	1.325039338
	1.327068196	1.328971203	1.330752032	1.332414675	1.333962742
	1.335398877	1.336724647	1.33794079	1.339047651	1.34004568
	1.340935749	1.341719067	1.342396812	1.342969819	1.343438521
	1.343803055	1.344063372	1.344219363	1.34427113	0.6981661893
	0.6987797005	0.7002602776	0.7017936256	0.7030815792	0.7042022329
	0.7056575925	0.7085098821	0.7129079578	0.7174376552	0.7211326168
	0.7247322911	0.7292481958	0.7346708929	0.740214713	0.7448349274
	0.7475660768	0.750531996	0.7568837699	0.7633935789	0.7700215943
	0.7788809445	0.7872226619	0.794310557	0.8032604807	0.8134378064
	0.8228741052	0.8313513925	0.8392397172	0.8467113894	0.8538507455
	0.8608148062	0.8679264499	0.876060768	0.8859010961	0.8970185108
	0.9086202929	0.9203233006	0.9323182119	0.9450537096	0.9584841345
	0.9723017424	0.9863616494	1.00041861	1.014666521	1.029726259
	1.045685233	1.061846797	1.077558815	1.092543841	1.106700925
	1.12014982	1.133139777	1.145679408	1.157993607	1.169902356
	1.181273766	1.193039553	1.205696843	1.217802103	1.228676513
	1.238328423	1.246935578	1.254663239	1.261641437	1.267976156
	1.273756211	1.279056921	1.283942468	1.288467185	1.292676205
	1.296606368	1.30028752	1.303743466	1.306992908	1.310051116
	1.312931764	1.315647769	1.318210901	1.320630845	1.322914637
	1.325066947	1.327091075	1.328990123	1.330767672	1.332427619
	1.333973479	1.335407807	1.336732098	1.337947032	1.33905291
	1.340050148	1.34093959	1.341722419	1.342399792	1.342972527
	1.343441053	1.343805515	1.344065889	1.34422208	1.344274081
	0.699248894	0.6996853954	0.7007802558	0.7019673319	0.7030427304
	0.7040556938	0.70525501	0.7075561171	0.7120405468	0.717544599
	0.7217870024	0.7254326287	0.7297985649	0.7349883977	0.740431526
	0.745203008	0.7477915579	0.7503892247	0.7567920861	0.7630107561
	0.7694168456	0.779379138	0.7893746838	0.7973088202	0.8056868056
	0.8149783111	0.823903919	0.8322360954	0.8402367816	0.8480163946
	0.8553476102	0.8620596716	0.8689217218	0.8772186246	0.8874086946
	0.8987488322	0.9103958455	0.9220631019	0.934110217	0.9470462175
	0.9603661183	0.9736109537	0.9871720359	1.000855786	1.014697142
	1.029380291	1.045294134	1.061689603	1.077647035	1.092814769
	1.10708997	1.120591378	1.133609126	1.146031452	1.158518217
	1.170906805	1.182594197	1.194321948	1.206975458	1.219121113
